Function,Dimension,Run,Error,Evals,Time
1,30,1,1.66083e-15,8246,2.902
2,30,1,3.49486e-15,51198,17.394
3,30,1,1.20056,205142,69.659
4,30,1,7.19709e-15,53578,18.968
5,30,1,1.83654e-12,105672,34.441
6,30,1,7.83679e-15,43232,15.023
7,30,1,33.4079,191674,65.919
8,30,1,20.9591,97510,34.865
9,30,1,14.6944,32662,16.557
10,30,1,7.77156e-15,12516,4.452
11,30,1,54.7226,10290,3.643
12,30,1,71.5664,13986,5.033
13,30,1,137.084,16646,5.945
14,30,1,3367.58,16226,5.728
15,30,1,2191.79,88942,31.433
16,30,1,2.21941,96166,38.748
17,30,1,64.7763,20776,7.282
18,30,1,251.874,5656,2.012
19,30,1,3.86037,26376,9.151
20,30,1,15,280,0.096
21,30,1,443.544,7700,2.852
22,30,1,3939.73,87374,31.397
23,30,1,3771.98,92736,33.954
24,30,1,218.573,33222,17.67
25,30,1,210.811,36344,19.167
26,30,1,342.767,42126,22.639
27,30,1,701.262,32522,17.365
28,30,1,300,34734,13.491
1,30,2,3511.01,5124,1.803
2,30,2,2.43449e+08,1092,0.378
3,30,2,8.0077e+10,1428,0.503
4,30,2,69096.9,3052,1.089
5,30,2,7216.02,980,0.338
6,30,2,1329,994,0.344
7,30,2,212.163,1148,0.414
8,30,2,21.1413,6090,2.238
9,30,2,37.0225,1568,0.805
10,30,2,2328.57,1190,0.417
11,30,2,439.27,1512,0.529
12,30,2,335.378,1848,0.664
13,30,2,415.187,1610,0.577
14,30,2,8046.01,5796,2.097
15,30,2,8671.26,5642,2.054
16,30,2,3.3748,5684,2.344
17,30,2,376.006,2310,0.805
18,30,2,297.969,3010,1.069
19,30,2,2599.38,1890,0.662
20,30,2,15,280,0.096
21,30,2,1784.9,770,0.278
22,30,2,9209.65,6048,2.272
23,30,2,8938.36,6020,2.305
24,30,2,330.298,826,0.442
25,30,2,350.99,1120,0.6
26,30,2,415.11,1820,1.003
27,30,2,1358.51,854,0.46
28,30,2,3325.05,1750,0.675
1,30,3,5.74105e-15,10010,3.539
2,30,3,1.44031e-14,61096,20.85
3,30,3,3.16749e-13,114086,40.01
4,30,3,67539.6,18998,6.802
5,30,3,3.69897e-12,106428,35.038
6,30,3,9.77619e-15,42616,14.9
7,30,3,8.41796,27230,9.947
8,30,3,21.0047,22134,8.091
9,30,3,7.82989,54292,27.495
10,30,3,1.55431e-14,15456,5.496
11,30,3,227.976,15358,5.443
12,30,3,221.054,74620,27.112
13,30,3,199.342,21322,7.733
14,30,3,8240.72,19390,6.996
15,30,3,8294.1,21644,7.853
16,30,3,3.08795,22904,9.436
17,30,3,260.656,21056,7.408
18,30,3,236.937,113708,40.65
19,30,3,17.3508,81144,28.647
20,30,3,15,280,0.096
21,30,3,443.544,9856,3.665
22,30,3,8353.32,19670,7.303
23,30,3,8624.19,20552,7.832
24,30,3,208.261,47334,25.14
25,30,3,251.239,63714,33.645
26,30,3,320.885,64386,34.444
27,30,3,371.373,75726,40.084
28,30,3,300,31864,12.362
1,30,4,6.40947e-15,8792,3.084
2,30,4,7.8006e+06,7938,2.802
3,30,4,7.57735e+06,31584,11.143
4,30,4,70068.7,3318,1.165
5,30,4,1.03188e-11,154084,50.148
6,30,4,1.81048e-13,69468,24.003
7,30,4,53.8739,5558,2.012
8,30,4,21.0007,14896,5.428
9,30,4,16.8954,73276,36.98
10,30,4,0.00986467,20482,7.224
11,30,4,265.604,4956,1.752
12,30,4,247.221,5250,1.889
13,30,4,277.736,8596,3.093
14,30,4,8148.16,14084,5.041
15,30,4,7766.86,3612,1.287
