Function,Dimension,Run,Error,Evals,Time
1,50,1,4.51675e-15,13320,11.883
2,50,1,2.02742e-13,163455,139.203
3,50,1,3.47254e-07,545475,478.986
4,50,1,95862.7,69090,61.898
5,50,1,9.49617e-11,324720,260.926
6,50,1,43.4473,22515,20.024
7,50,1,21.0779,545475,466.238
8,50,1,21.1535,60915,55.562
9,50,1,25.2423,76035,87.416
10,50,1,0.0147798,21885,19.642
11,50,1,142.325,23550,21.02
12,50,1,173.122,22530,20.675
13,50,1,313.856,32805,30.1
14,50,1,5375.31,346110,300.563
15,50,1,4351.79,35115,31.73
16,50,1,3.64746,66780,65.7
17,50,1,479.441,14535,12.93
18,50,1,457.678,7605,6.862
19,50,1,11.083,167235,142.631
20,50,1,22.9745,25215,22.798
21,50,1,836.442,13875,12.982
22,50,1,8542.4,77760,70.486
23,50,1,14662,71010,66.545
24,50,1,271.641,97845,116.547
25,50,1,334.045,118335,140.371
26,50,1,360.523,81315,99.265
27,50,1,899.008,81495,98.444
28,50,1,400,24315,23.696
1,50,2,2.19161e-15,12285,10.97
2,50,2,9.67377e-14,155670,132.798
3,50,2,0.835919,545475,468.165
4,50,2,103296,71985,64.421
5,50,2,3.63415e-12,309360,247.402
6,50,2,43.4473,23910,21.138
7,50,2,29.324,543060,466.381
8,50,2,21.1018,68955,62.777
9,50,2,28.6698,98460,111.778
10,50,2,0.046688,20610,18.523
11,50,2,117.405,16890,15.136
12,50,2,129.344,20220,18.517
13,50,2,235.809,39420,35.862
14,50,2,6289.91,220095,194.095
15,50,2,5384.67,385590,337.771
16,50,2,3.20039,59160,58.429
17,50,2,452.697,10740,9.519
18,50,2,531.452,6225,5.604
19,50,2,8.61616,68925,59.799
20,50,2,25,300,0.25
21,50,2,1122.19,23835,22.342
22,50,2,8303.75,245280,219.99
23,50,2,9222.84,496680,450.214
24,50,2,286.772,92985,110.726
25,50,2,298.881,82965,99.293
26,50,2,366.153,80280,97.354
27,50,2,1107.88,98595,118.051
28,50,2,400,26685,25.946
1,50,3,1.75847e-15,12945,11.574
2,50,3,9.83702e-14,141900,120.645
3,50,3,0.00220892,545475,472.235
4,50,3,108590,91440,82.098
5,50,3,4.77992e-12,281760,223.745
6,50,3,43.4473,23490,20.835
7,50,3,37.1497,533445,460.007
8,50,3,21.1882,86925,79.668
9,50,3,29.0058,64425,73.99
10,50,3,0.012321,19605,17.586
11,50,3,109.445,17985,16.091
12,50,3,107.455,29910,27.392
13,50,3,183.862,22980,21.059
14,50,3,14773.5,92925,83.487
15,50,3,14855.9,94035,85.119
16,50,3,3.19457,82425,81.668
17,50,3,458.211,43710,38.848
18,50,3,443.801,90825,81.705
